sede,tipo_trilha,arxiv_id,titulo,primeiro_autor,ano,fase,fase_nome,seguranca,confianca_fase,justificativa_fase,contrib,contrib_nome,agentico,foco,citacoes,fwci,cit_2024,cit_2025,cit_2026,ritmo_anual_2026,aceleracao,crescimento,pct_cit_2026,momentum,oa_match,nota_arxiv,url,doi_arxiv,topico_seguranca,topico_seguranca_nome
ASE,aceito,2606.31206,FeatX: Editing Software by Editing Features for Repository-Level Code Evolution,Xutian Li,2026,F6,Manutenção e evolução do código,ausente,automatica,,C2,Ferramenta/sistema,alto,Editar código via features usando agente para evolução de repositório,0.0,,,,,,,,,sem dado,sim,"4 pages, Accepted to the Tools and Datasets Track of ASE 2026",https://arxiv.org/abs/2606.31206,https://doi.org/10.48550/arXiv.2606.31206,,
ASE,aceito,2607.19966,Towards Reliable C-to-Rust Translation with Rule-Guided Reasoning and Reinforcement Learning,Feng Luo,2026,F3,Implementação & geração de código,ausente,alta,"O trabalho propõe um framework para geração automatizada de código Rust a partir de C, abordando tradução de código e otimização semântica, elementos centrais de F3.",C1,Técnica/abordagem,medio,Tradução C-to-Rust com raciocínio guiado por regras e aprendizado por reforço,,,,,,,,,,sem dado,nao,Accepted to the Industry Showcase of ASE 2026,https://arxiv.org/abs/2607.19966,https://doi.org/10.48550/arXiv.2607.19966,,
ASE,aceito,2510.0545,What Types of Code Review Comments Do Developers Most Frequently Resolve?,Saul Goldman,2025,F4,Verificação & qualidade,ausente,alta,"O trabalho estuda tipos de comentários de revisão de código (humanos e gerados por LLM) e sua resolução por desenvolvedores, caracterizando uma atividade de verificação e qualidade do código.",C3,Estudo empírico,medio,Estudo empírico sobre comentários de revisão de código gerados por LLMs,,,,,,,,,,sem dado,nao,"The paper has been accepted the 40th IEEE/ACM International Conference on Automated Software Engineering, ASE 2025",https://arxiv.org/abs/2510.05450,https://doi.org/10.48550/arXiv.2510.05450,,
ASE,aceito,2606.14061,LLM Agents Can See Code Repositories,Dongjian Ma,2026,F7,Processo transversal & ciclo completo,ausente,revisado,"Representação visual de repositório como mecanismo de percepção do agente: infraestrutura de agência, não entendimento humano do produto",C3,Estudo empírico,medio,Avaliação empírica de representações visuais para agentes LLM em resolução de issues,,,,,,,,,,sem dado,nao,Accepted by ASE 2026. Our code and data are available at https://github.com/cslsolow/SeeRepo,https://arxiv.org/abs/2606.14061,https://doi.org/10.48550/arXiv.2606.14061,,
ASE,aceito,2607.06074,Prompt Coach: An Empirical Evaluation of an Agentic Tutor for Learning Prompt Engineering in Software Development,Rohit Mehra,2026,F8,Formação e educação em engenharia de software,ausente,alta,"Prompt Coach é um sistema de tutoria (tutor agentico) que ensina desenvolvedores a aprender engenharia de prompts através de orientação Socrática, caracterizando-se como formação e educação de uma habilidade específica.",C2,Ferramenta/sistema,alto,Tutor agentico para aprendizado de engenharia de prompts,,,,,,,,,,sem dado,nao,"7 pages. To be published in the proceedings of 41st International Conference on Automated Software Engineering (ASE '26), October 12-16, 2026, Munich,",https://arxiv.org/abs/2607.06074,https://doi.org/10.48550/arXiv.2607.06074,,
ASE,aceito,2602.10046,Automated Table Reproduction via Code Generation,Doehyun Baek,2026,F4,Verificação & qualidade,ausente,automatica,"O artigo trata de verificação/avaliação de resultados experimentais via geração de código que reproduz tabelas, ou seja, foco em qualidade e reprodutibilidade, não em entendimento do produto ou descoberta.",C2,Ferramenta/sistema,alto,agente LLM reproduz tabelas de resultados via geração de código,,,,,,,,,,sem dado,nao,Accepted at ASE 2026,https://arxiv.org/abs/2602.10046,https://doi.org/10.48550/arXiv.2602.10046,,
ASE,aceito,2601.12448,Evaluating Large Language Models for Time Series Anomaly Detection in Aerospace Software,Yang Liu,2026,F12,Monitoramento e operação do produto em produção,secundaria,revisado,"O objeto é detecção de anomalia em telemetria (dado de sistema em execução), aplicando o desempate F4/F12 para operação/monitoramento, com segurança apenas como preocupação secundária e não o foco central.",C4,Benchmark/avaliação,medio,benchmark de LLMs para detecção de anomalias em telemetria aeroespacial,,,,,,,,,,sem dado,nao,This paper has been accepted by ASE 2025,https://arxiv.org/abs/2601.12448,https://doi.org/10.48550/arXiv.2601.12448,S9,Benchmark e avaliação de segurança
ASE,aceito,2603.26487,To Ban or not to Ban? How Open Source Projects Govern GenAI Contributions,Wenhao Yang,2026,F7,Processo transversal & ciclo completo,ausente,automatica,,C3,Estudo empírico,baixo,governança de contribuições GenAI em projetos open source,,,,,,,,,,sem dado,nao,Accepted at the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE 2026),https://arxiv.org/abs/2603.26487,https://doi.org/10.48550/arXiv.2603.26487,,
ASE,workshop/track,2511.09231,Leveraging Large Language Models for Use Case Model Generation from Software Requirements,Tobias Eisenreich,2025,F2,Projeto & arquitetura,ausente,automatica,,C1,Técnica/abordagem,baixo,geração de modelos de casos de uso via LLM,,,,,,,,,,sem dado,nao,Accepted at the Intelligent Software Engineering Workshop (ISE 2025) at ASE 2025,https://arxiv.org/abs/2511.09231,https://doi.org/10.48550/arXiv.2511.09231,,
ASE,aceito,2511.01941,Detecting Vulnerabilities from Issue Reports for Internet-of-Things,Sogol Masoumzadeh,2025,F4,Verificação & qualidade,central,automatica,,C3,Estudo empírico,baixo,detecção de issues de vulnerabilidade em projetos IoT com ML/LLM,,,,,,,,,,sem dado,nao,ACCEPTED/To Appear in the Proceedings of the 40th IEEE/ACM International Conference on Automated Software Engineering (ASE) 2025. https://conf.researchr.org/details/ase-2,https://arxiv.org/abs/2511.01941,https://doi.org/10.48550/arXiv.2511.01941,S1,Detecção de vulnerabilidade em código
ASE,aceito,2605.19549,Provable Fairness Repair for Deep Neural Networks,Jianan Ma,2026,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,baixo,reparo de justiça em redes neurais com garantias formais,,,,,,,,,,sem dado,nao,"15 pages, 6 figures, 7 tables. full version of the paper accepted by ASE 2025  Proceedings of the 40th IEEE/ACM International Conference on Automated Software Engineering",https://arxiv.org/abs/2605.19549,https://doi.org/10.48550/arXiv.2605.19549,,
ASE,aceito,2608.01927,Effective and Efficient Context Retrieval via Partial Dependency Graph for Repository-Level Code Generation,Zhongxin Liu,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,medio,recuperação de contexto via grafo de dependência para geração de código,,,,,,,,,,sem dado,nao,Accepted by ASE 2026,https://arxiv.org/abs/2608.01927,https://doi.org/10.48550/arXiv.2608.01927,,
ASE,aceito,2608.03007,The Ground Is Shifting: A Reflection on the Foundations of Software Measurement,Thomas Bock,2026,F7,Processo transversal & ciclo completo,ausente,automatica,,C5,Visão/posição/roadmap,medio,repensar fundamentos da medição de software com agentes IA,,,,,,,,,,sem dado,nao,Accepted to the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE '26) $\unicode{0x000A}$ DOI: https://doi.org/10.1145/3832783.3834553  Procee,https://arxiv.org/abs/2608.03007,https://doi.org/10.48550/arXiv.2608.03007,,
ASE,aceito,2608.04215,A Unified Model for Cross-Domain Clone Detection via Model Merging,Palash R. Roy,2026,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,baixo,model merging para detecção de clones de código cross-domain,,,,,,,,,,sem dado,nao,"Accepted at ASE 2026  Proceedings of the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE '26), October 12--16, 2026, Munich, Germany",https://arxiv.org/abs/2608.04215,https://doi.org/10.48550/arXiv.2608.04215,,
ASE,aceito,2608.01592,How Well Do LLMs Generate Taxonomies in the SE Domain? A Multi-perspective Evaluation Framework,Sota Nakashima,2026,F9,Descoberta de produto e entendimento do problema,ausente,revisado,"O artigo avalia métodos automatizados de geração de taxonomias para organizar e compreender artefatos de SE, o que se enquadra em entendimento/formulação do domínio do problema, não em construção de produto de software.",C3,Estudo empírico,medio,avaliação de geração automática de taxonomias em artefatos de SE,,,,,,,,,,sem dado,nao,"13 pages, Accepted at the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE 2026), Research Papers Track",https://arxiv.org/abs/2608.01592,https://doi.org/10.48550/arXiv.2608.01592,,
ASE,aceito,2607.25873,How Do LLMs Read Bug Reports? An Empirical Study of Attention in LLMs for Automated Program Repair,Ramtin Ehsani,2026,F5,Depuração & reparo,ausente,automatica,,C3,Estudo empírico,baixo,atenção de LLMs em relatórios de bugs para reparo automático,,,,,,,,,,sem dado,nao,Accepted at the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE) 2026 Conference,https://arxiv.org/abs/2607.25873,https://doi.org/10.48550/arXiv.2607.25873,,
ASE,aceito,2605.30777,What Breaks When LLMs Code? Characterizing Operational Safety Failures of Agentic Code Assistants,Alif Al Hasan,2026,F4,Verificação & qualidade,central,automatica,,C3,Estudo empírico,alto,Falhas de segurança operacional em agentes de codificação autônomos,,,,,,,,,,sem dado,nao,"This paper is accepted to the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE 2026), Research Track",https://arxiv.org/abs/2605.30777,https://doi.org/10.48550/arXiv.2605.30777,S6,Segurança do agente e do modelo
ASE,aceito,2606.21597,ATLAS: Agentic Taxonomy of Large-Scale Software Ecosystems,Junyi Lu,2026,F7,Processo transversal & ciclo completo,ausente,automatica,"O artigo apresenta um framework multi-agente (Designer Agent e Classifier Agent) para classificação e organização taxonômica de repositórios em larga escala, avaliado com benchmarks e múltiplos modelos, caracterizando processo transversal e não descoberta de produto/entendimento de código específico.",C2,Ferramenta/sistema,alto,taxonomia hierárquica automática de repositórios de software via agentes,,,,,,,,,,sem dado,nao,Accepted at the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE 2026),https://arxiv.org/abs/2606.21597,https://doi.org/10.48550/arXiv.2606.21597,,
ASE,aceito,2607.023,Search-based Testing of Vision Language Models for In-Car Scene Understanding,Lev Sorokin,2026,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,baixo,teste baseado em busca de VLMs para compreensão de cena veicular,,,,,,,,,,sem dado,nao,Accepted at the Industry Track of the 41st IEEE/ACM International Conference on Automated Software Engineering (ASE 2026),https://arxiv.org/abs/2607.02300,https://doi.org/10.48550/arXiv.2607.02300,,
ASE,aceito,2607.23665,Multi-level Code Optimization via Mixture of Prompts,Yun Peng,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,medio,otimização multi-nível de código via mistura de prompts LLM,,,,,,,,,,sem dado,nao,This paper has been accepted by ASE 2026,https://arxiv.org/abs/2607.23665,https://doi.org/10.48550/arXiv.2607.23665,,
FSE,aceito,2310.01796,LILAC: Log Parsing using LLMs with Adaptive Parsing Cache,Zhihan Jiang,2023,F12,Monitoramento e operação do produto em produção,ausente,revisado,Artefato observado é a mensagem de log de runtime: monitoramento e operação (F12).,C1,Técnica/abordagem,baixo,Parsing de log com LLM e cache adaptativo de templates,102.0,21.7532,11.0,53.0,38.0,63.87,10.87,1.205,0.373,crescendo,sim,This paper was accepted by The ACM International Conference on the Foundations of Software Engineering (FSE 2024),https://arxiv.org/abs/2310.01796,https://doi.org/10.48550/arXiv.2310.01796,,
FSE,aceito,2501.14983,"Code Change Intention, Development Artifact and History Vulnerability: Putting Them Together for Vulnerability Fix Detection by LLM",Xu Yang,2025,F5,Depuração & reparo,central,alta,"A obra trata de detecção e localização automatizada de commits de correção de vulnerabilidades em código, que é atividade central da fase F5 (depuração e reparo).",C2,Ferramenta/sistema,medio,Detecção de commits de correção de vulnerabilidades usando LLM,7.0,13.3733,,2.0,5.0,8.4,6.4,4.21,0.714,acelerando,sim,Accepted in FSE 2025,https://arxiv.org/abs/2501.14983,https://doi.org/10.48550/arXiv.2501.14983,S1,Detecção de vulnerabilidade em código
FSE,aceito,2408.0482,Natural Language Outlines for Code: Literate Programming in the LLM Era,Kensen Shi,2024,F3,Implementação & geração de código,ausente,media,"NL outlines são artefatos gerados para facilitar compreensão e navegação de código existente, correspondendo a sumarização de código (F3), embora também suportem entendimento do produto (F9) — a classificação F3 prevalece pois o foco é na geração e manutenção do artefato textual, não no descobrimento do problema.",C1,Técnica/abordagem,medio,Interação bidirecionais código-linguagem natural via LLM para design,7.0,11.7111,,2.0,5.0,8.4,6.4,4.21,0.714,acelerando,sim,Accepted to FSE'25 Industry Track,https://arxiv.org/abs/2408.04820,https://doi.org/10.48550/arXiv.2408.04820,,
FSE,aceito,2503.23421,"A Multi-agent Onboarding Assistant based on Large Language Models, Retrieval Augmented Generation, and Chain-of-Thought",Andrei Cristian Ionescu,2025,F9,Descoberta de produto e entendimento do problema,ausente,revisado,Sistema visa ajudar desenvolvedores a entender e compreender projeto/base de codigo durante onboarding.,C2,Ferramenta/sistema,medio,Assistente multiagente para onboarding com RAG e chain-of-thought,5.0,8.3651,0.0,4.0,1.0,1.681,-2.319,0.42,0.2,desacelerando,sim,Accepted in The ACM International Conference on the Foundations of Software Engineering (FSE 2025) - Demo Track,https://arxiv.org/abs/2503.23421,https://doi.org/10.48550/arXiv.2503.23421,,
FSE,aceito,2409.19894,TransAgent: Enhancing LLM-Based Code Translation via Fine-Grained Execution Alignment,Zhiqiang Yuan,2024,F3,Implementação & geração de código,ausente,alta,"O trabalho centra-se em geração e correção de código traduzido entre linguagens via LLM, que é a essência da implementação e geração de código (F3), não em depuração de código existente (F5).",C2,Ferramenta/sistema,alto,Sistema multi-agente para localização e reparo de erros em tradução de código,3.0,17.8984,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,Accepted by FSE'26,https://arxiv.org/abs/2409.19894,https://doi.org/10.48550/arXiv.2409.19894,,
FSE,workshop/track,2506.08606,RE-oriented Model Development with LLM Support and Deduction-based Verification,Radoslaw Klimek,2025,F1,Requisitos & especificação,ausente,alta,"O trabalho foca em elicitação e especificação de requisitos com modelos UML, integração com LLMs para geração de especificações formais e rastreabilidade entre artefatos, características centrais da fase F1.",C1,Técnica/abordagem,medio,Framework integrado LLM e verificação formal para engenharia de requisitos,2.0,2.5406,,,2.0,3.4,,,1.0,sem rastro,sim,The paper has been peer-reviewed and accepted for publication to the 1st International Workshop on Artificial Intelligence for Integrated Development ,https://arxiv.org/abs/2506.08606,https://doi.org/10.48550/arXiv.2506.08606,,
FSE,aceito,2506.05623,"Deployability-Centric Infrastructure-as-Code Generation: Fail, Learn, Refine, and Succeed through LLM-Empowered DevOps Simulation",Tianyi Zhang,2025,F6,Manutenção e evolução do código,ausente,alta,"Foca em geração e refinamento iterativo de código IaC para operação em produção, mirroring real DevOps workflows, encompassing deployment, verificação e correção contínua de infraestrutura.",C2,Ferramenta/sistema,medio,Geração de Infrastructure-as-Code com feedback iterativo e simulação DevOps,1.0,9.2775,,,1.0,1.7,,,1.0,sem rastro,sim,Accepted by FSE 2026,https://arxiv.org/abs/2506.05623,https://doi.org/10.48550/arXiv.2506.05623,,
FSE,aceito,2512.22418,Building Software by Rolling the Dice: A Qualitative Study of Vibe Coding,Yi-Hung Chou,2025,F7,Processo transversal & ciclo completo,ausente,automatica,"O artigo é um estudo qualitativo transversal sobre práticas de colaboração humano-IA (vibe coding) que atravessa implementação, depuração e refinamento, não um estudo de descoberta de produto ou entendimento do problema.",C3,Estudo empírico,medio,estudo qualitativo sobre práticas e definições do vibe coding,1.0,21.8982,0.0,0.0,1.0,1.681,1.681,,1.0,sem rastro,sim,Accepted for publication at the ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering (ESEC/FSE 2026),https://arxiv.org/abs/2512.22418,https://doi.org/10.48550/arXiv.2512.22418,,
